author,title,description,url,urlToImage,publishedAt,content,source.id,source.name,annotation,
Glenn Reynolds,"MARK JUDGE: Exemplum: Why a Christian Thriller Made for $10,000 is Better Than Killers of the Flowe","MARK JUDGE: Exemplum: Why a Christian Thriller Made for $10,000 is Better Than Killers of the Flower Moon.",https://instapundit.com/613882/,https://instapundit.com/wp-content/themes/instapundit/images/opengraph-default.png,2023-10-29T12:00:09Z,"InstaPundit is a participant in the Amazon Services LLC Associates Program, an affiliate advertising program designed to provide a
 means for sites to earn advertising fees by advertising and linkin… [+15 chars]",,Instapundit.com,5,
The Feed,Five Nights at Freddy's clinches top spot at the box office; dethrones 'Taylor Swift: The Eras Tour',"Five Nights at Freddy's gains the top spot at the box office, dethroning, ""Taylor Swift: The Eras Tour."" Swift held the position for two consecutive weekends. Third spot is Martin Scorsese's Western crime drama, 'Killers of the Flower Moon.'",https://economictimes.indiatimes.com/news/international/us/five-nights-at-freddys-clinches-top-spot-at-the-box-office-dethrones-taylor-swift-the-eras-tour/articleshow/104799944.cms,"https://img.etimg.com/thumb/msid-104799914,width-1200,height-630,imgsize-1226384,overlay-economictimes/photo.jpg",2023-10-29T11:08:06Z,"Moviegoers have entered the Halloween mood early as the supernatural horror film ""Five Nights at Freddys"" has clinched the top spot at the box office, dethroning, ""Taylor Swift: The Eras Tour."" The l… [+1230 chars]",the-times-of-india,The Times of India,8,
Mairead Maguire,"Sitdown Sunday: A Swift re-release, Scorsese's new film, and China's Age of Malaise",Settle down in a comfy chair with some of the week's best longreads.,https://www.thejournal.ie/sitdown-sunday-a-swift-rerelease-alien-lifeforms-and-chinas-age-of-malaise-6208553-Oct2023/,https://img2.thejournal.ie/article/6208553/river/?height=400&version=6208689,2023-10-29T09:00:45Z,"ITS A DAY of rest, and you may be in the mood for a quiet corner and a comfy chair.
Weve hand-picked the weeks best reads for you to savour.
Andy Greenberg tells the story of high-level hackers see… [+6308 chars]",,TheJournal.ie,1,
Just Jared,"Fans' 10 Favorite Leonardo DiCaprio Movies Revealed (& ""Titanic"" Doesn't Even Make the List!)","Leonardo DiCaprio has appeared in so many popular films over the years, and fans have strong opinions about them! The Oscar-winning actor burst onto the Hollywood scene in the 1990s with his roles in What's Eating Gilbert Grape and Titanic, which catapulted L…",https://www.justjared.com/2023/10/28/fans-10-favorite-leonardo-dicaprio-movies-revealed-titanic-doesnt-even-make-the-list/,https://cdn.justjared.com/wp-content/uploads/headlines/2023/10/leonardo-dicaprio-best-movies-audience-scores1.jpg,2023-10-29T02:08:32Z,"Leonardo DiCaprio has appeared in so many popular films over the years, and fans have strong opinions about them!
The Oscar-winning actor burst onto the Hollywood scene in the 1990s with his roles i… [+487 chars]",,Just Jared,2,
Angela Barbuti,"""Five Nights at Freddy's' dethrones ""Taylor Swift: The Eras Tour'","""Five Nights at Freddy's"" earned the No. 1 spot at the box office on Friday, it's opening night, beating out “Taylor Swift: The Eras Tour.""",https://nypost.com/2023/10/28/entertainment/five-nights-at-freddys-dethrones-taylor-swift-the-eras-tour/,https://nypost.com/wp-content/uploads/sites/2/2023/10/NYPICHPDPICT000066685612.jpg?quality=75&strip=all&w=1024,2023-10-28T22:31:24Z,"Freddy managed to dethrone Taylor.
“Five Nights at Freddy's” earned the No. 1 spot at the box office on Friday beating out Taylor Swift: The Eras Tour,” which was in first place for two weekends in … [+1705 chars]",,New York Post,8,
Clayton Davis,"Jessica Chastain and Peter Sarsgaard Enter Oscar Race as ""Memory' Finds North American Distributor, Sets December Release","Jessiva Chastain and Peter Sarsgaard have both officially entered the Oscar race for their extraordinary performances in Michel Franco's “Memory.” However, the awards campaign has announced that Sarsgaard's riveting turn as a man suffering from Alzheimer's di…",https://variety.com/2023/film/awards/peter-sarsgaard-jessica-chastain-memory-distribution-oscars-1235771847/,https://variety.com/wp-content/uploads/2023/09/Memory.jpg?w=1000&h=563&crop=1,2023-10-28T19:12:48Z,"Jessiva Chastain and Peter Sarsgaard have both officially entered the Oscar race for their extraordinary performances in Michel Franco's “Memory.” However, the awards campaign has announced that Sars… [+2896 chars]",,Variety,10,
Garth Franklin,“Freddy's” Sets $78 Million Box-Office Record,"Universal Pictures and Blumhouse's “Five Nights at Freddy's” has broken records with its start at the domestic box office. The film adaptation of the video game series pulled in a massive $39.5 million on Friday, a number that includes $10.3 million in Thursd…",https://www.darkhorizons.com/freddys-sets-78-million-box-office-record/,https://cdndh.darkhorizons.com/wp-content/uploads/2023/06/full-length-trailer-five-nights-at-freddys.jpg,2023-10-28T19:04:02Z,"Universal Pictures and Blumhouse's “Five Nights at Freddy's” has broken records with its start at the domestic box office.
The film adaptation of the video game series pulled in a massive $39.5 mill… [+1251 chars]",,Dark Horizons,8,
William Hughes,Studios push back on theaters for putting a pee break in Killers Of The Flower Moon,"Filmmaking's ongoing war against the human bladder continues apace this week, as THR reports that studios Apple Original Films and Paramount have pushed back on independent theaters for inserting an unofficial intermission into Martin Scorsese's new historica…",https://www.avclub.com/killers-of-the-flower-moon-intermission-1850969990,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/538e6117ca039115d055c86a32c2f020.jpg",2023-10-28T19:01:00Z,"Filmmakings ongoing war against the human bladder continues apace this week, as THR reports that studios Apple Original Films and Paramount have pushed back on independent theaters for inserting an u… [+2059 chars]",,The A.V. Club,7,
Whitney Friedlander,"Will Early Release Dates for ""Barbie' and ""Past Lives' Help or Hurt Their Oscar Chances?","In Hollywood, the only thing more fun than setting the status quo is disrupting it. Studios have traditionally released so-called prestige films in the fall and winter so that they would be fresh on the minds of Academy and guild members during voting season.…",https://variety.com/2023/awards/awards/barbie-past-lives-early-release-dates-oscar-chances-1235768539/,https://variety.com/wp-content/uploads/2023/08/MCDBARB_WB046.jpg?w=1000&h=563&crop=1,2023-10-28T17:00:00Z,"In Hollywood, the only thing more fun than setting the status quo is disrupting it.
Studios have traditionally released so-called prestige films in the fall and winter so that they would be fresh on… [+5941 chars]",,Variety,8,
"Brian Bushard, Forbes Staff, 
 Brian Bushard, Forbes Staff
 https://www.forbes.com/sites/brianbushard/","""Five Nights At Freddy's' On Pace For $78 Million Opening—Biggest Ever For Halloween Weekend Debut","""Five Nights at Freddy's' is projected to be one of the highest-grossing horror debuts of all time.",https://www.forbes.com/sites/brianbushard/2023/10/28/five-nights-at-freddys-on-pace-for-78-million-opening-biggest-ever-for-halloween-weekend-debut/,"https://imageio.forbes.com/specials-images/imageserve/653d3662f0f5364f5513ac8d/0x0.jpg?format=jpg&crop=2666,1500,x162,y0,safe&height=900&width=1600&fit=bounds",2023-10-28T16:45:06Z,"Five Nights at Freddys, Universal Pictures and Blumhouse Productions supernatural horror video game adaptation, grossed a whopping $39.4 million on its opening day Friday, putting the mystery-thrille… [+3582 chars]",,Forbes,6,
Ed Driscoll,"MARK JUDGE: Exemplum: Why a Christian Thriller Made for $10,000 is Better Than Killers of the Flower","MARK JUDGE: Exemplum: Why a Christian Thriller Made for $10,000 is Better Than Killers of the Flower Moon. Last week I found myself bored at the ridiculous run time (three hours plus) of the new film Killers of the Flower Moon. At the same time, I was mesmeri…",https://instapundit.com/613827/,https://instapundit.com/wp-content/themes/instapundit/images/opengraph-default.png,2023-10-28T16:30:02Z,"Last week I found myself bored at the ridiculous run time (three hours plus) of the new film Killers of the Flower Moon. At the same time, I was mesmerized by the small independent film Exemplum, whi… [+815 chars]",,Instapundit.com,5,
Brad Hamerly,Box Office Update: Five Nights at Freddy's making a killing this weekend,"Five Night's at Freddy's sets records in its impressive debut
The post Box Office Update: Five Nights at Freddy's making a killing this weekend appeared first on JoBlo.",https://www.joblo.com/box-office-update-five-nights-at-freddys-making-a-killing-this-weekend/,https://www.joblo.com/wp-content/uploads/2023/07/five_nights_at_freddys_slider.jpg,2023-10-28T16:20:07Z,"Numbers have begun rolling in for this last weekend before Halloween and with tracking lying somewhere between $50 million and $90 million for the video game adaptation of Five Nights at Freddys, the… [+1673 chars]",,JoBlo.com,8,
Philip Ellis,Paramount Is Banning Intermissions During Screenings of Killers of the Flower Moon,"Good news for Scorsese purists, bad news for the human bladder.",https://www.menshealth.com/entertainment/a45672380/killers-of-the-flower-moon-intermission-ban/,"https://hips.hearstapps.com/hmg-prod/images/screen-shot-2023-02-28-at-11-28-33-am-63fe2bba8e1af.png?crop=0.730xw:0.664xh;0.0882xw,0.280xh&resize=1200:*",2023-10-28T15:46:00Z,"Martin Scorsese's most recent film, Killers of the Flower Moon, has received glowing praise for its depiction of the real-life Osage murders in the early 20th century. A sprawling historical epic fea… [+2521 chars]",,menshealth.com,7,
Matthewprigge,"The ""Killers Of The Flower Moon' Team Are Not Happy That Some Theaters Have Been Adding An Intermission","apple tv+


The team behind the historical epic are not happy that some theaters have been adding a break that was never supposed to be there.",https://uproxx.com/movies/killers-of-the-flower-moon-intermission-blowback/,https://uproxx.com/wp-content/uploads/2023/03/leo-killers-of-the-flower-moon.jpg?w=1024,2023-10-28T15:39:20Z,"Movies are really long these days. Avatar: The Way of Water was almost as long as Titanic. Oppenheimer was only slightly shorter, as was Avengers: Endgame. All three gobbled up money like it was goin… [+2598 chars]",,UPROXX,7,
J. Kim Murphy,"Box Office: ""Five Nights at Freddy's' Bears Down With Big $39.4 Million Opening Day","It's only been out for two nights, but “Five Nights at Freddy's” is already off to a robust start at the domestic box office. Universal Pictures and Blumhouse Productions' horror film spring-trapped $39.4 million in ticket sales from 3,675 locations on its op…",https://variety.com/2023/film/box-office/five-nights-at-freddys-opening-day-1235771398/,https://variety.com/wp-content/uploads/2023/10/five-nights-at-freddys-featured.jpg?w=1000&h=563&crop=1,2023-10-28T15:16:53Z,"It's only been out for two nights, but “Five Nights at Freddy's” is already off to a robust start at the domestic box office. Universal Pictures and Blumhouse Productions"" horror film spring-trapped$… [+3899 chars]",,Variety,8,
Mathew Plale,"Killers of the Flower Moon given intermissions without Scorsese, studio approval","Markets around the world added intermissions to Killers of the Flower Moon, but these violations were shut down by the studio.
The post Killers of the Flower Moon given intermissions without Scorsese, studio approval appeared first on JoBlo.",https://www.joblo.com/killers-of-the-flower-moon-given-intermissions-without-scorsese-studio-approval/,https://www.joblo.com/wp-content/uploads/2023/10/Killers-of-the-Flower-Moon.jpg,2023-10-28T13:30:00Z,"Markets around the world added intermissions to Killers of the Flower Moon, but these violations were shut down by the studio.When the official runtime of Killers of the Flower Moon was revealed to b… [+2415 chars]",,JoBlo.com,7,
David Westenhaver,The Daily Dirt: Soloviev flips the script at 9 West 57th,"Stefan Soloviev's office tower at 9 West 57th Street is approaching maximum capacity after an investment firm signed a lease for three floors there earlier this week. The 50-story tower — sometimes called the Solow Building, after Soloviev's late father, Shel…",https://therealdeal.com/new-york/2023/10/28/the-daily-dirt-digs-into-solovievs-success-at-9-west-57th/,https://static.therealdeal.com/wp-content/uploads/2023/10/daily-dirt-f.jpg,2023-10-28T11:30:00Z,"The 50-story tower sometimes called the Solow Building, after Solovievs late father, Sheldon has been one of the major success stories in New Yorks office market this year. But its a far cry from the… [+4120 chars]",,The Real Deal,9,
Manisha lakhe,"5 money lessons to learn from Martin Scorsese's ""Killers of the Flower Moon'","Leonardo DiCaprio acquired the rights to Killers of the Flower Moon, and shared it with Martin Scorsese and now this epic movie is in the theatres. Let's delve into a few money lessons we can learn from this movie.",https://www.livemint.com/money/personal-finance/5-money-lessons-to-learn-from-martin-scorsese-s-killers-of-the-flower-moon-11698388043136.html,https://www.livemint.com/lm-img/img/2023/10/27/1600x900/F9J7BdKXgAEkirq_1698397393363_1698397401616.jfif,2023-10-28T06:37:33Z,4,,Livemint,1,
Mark Alfred,"""Killers of the Flower Moon' Studio Cracks Down on Intermissions","REUTERS/Mario Anzuoni
Martin Scorsese's sprawling 3-hour, 26-minute Killers of the Flower Moon gives little relief to moviegoers with small bladders and short attention spans—an issue some rogue movie theaters have taken it upon themselves to fix, according …",https://www.thedailybeast.com/killers-of-the-flower-moon-studio-cracks-down-on-unauthorized-intermissions,"https://img.thedailybeast.com/image/upload/c_crop,d_placeholder_euli9k,h_3070,w_5458,x_0,y_6/dpr_2.0/c_limit,w_740/fl_lossy,q_auto/v1698452432/2023-10-17T015112Z_1448232058_RC21U3AK3Y6X_RTRMADP_3_FILM-KILLERS-OF-THE-FLOWER-MOON-PREMIERE_altt7t",2023-10-28T00:29:17Z,"Martin Scorseses sprawling 3-hour, 26-minute Killers of the Flower Moon gives little relief to moviegoers with small bladders and short attention spansan issue some rogue movie theaters have taken it… [+485 chars]",,Daily Beast,7,
feedfeeder,"""Killers Of The Flower Moon' Intermission Imposed By Handful Of Theaters Spurs Intervention From Paramount - Deadline","""Killers Of The Flower Moon' Intermission Imposed By Handful Of Theaters Spurs Intervention From ParamountDeadline A Close Read of 'Killers of the Flower Moon''s Table SceneVulture 'Killers Of The Flower Moon' Asks You To Sit With Its ContradictionsDefector K…",https://slashdot.org/firehose.pl?op=view&amp;id=172122121,,2023-10-28T00:13:53Z,"I've never been canoeing before, but I imagine there must be just a few
simple heuristics you have to remember...
Yes, don't fall out, and don't hit rocks.",,Slashdot.org,7,
Just Jared,"'Killers of the Flower Moon' Intermissions Banned, Apple & Paramount Reprimand Theaters Who Added Them","Some movie theaters are implementing intermissions during screenings of Martin Scorsese""s Killers of the Flower Moon, prompting Apple and Paramount to intervene. In spite of the film's nearly three-and-a-half-hour runtime, Martin did not include an intermissi…",https://www.justjared.com/2023/10/27/killers-of-the-flower-moon-intermissions-banned-apple-paramount-reprimand-theaters-who-added-them/,https://cdn.justjared.com/wp-content/uploads/headlines/2023/10/kotfm-intermission-violations-theaters1.jpg,2023-10-27T23:57:52Z,"Some movie theaters are implementing intermissions during screenings of Martin Scorsese""s Killers of the Flower Moon, prompting Apple and Paramount to intervene. 
In spite of the film's nearly three… [+1027 chars]",,Just Jared,7,
Garth Franklin,Paramount Cracks Down On “Killers” Intermission,Attempts by several cinemas across the globe to impose their own intermission into Martin Scorsese's “Killers of the Flower Moon” have been shut down by distributor Paramount Pictures. An eight-minute intermission was reportedly put in place at one Colorado t…,https://www.darkhorizons.com/paramount-cracks-down-on-killers-intermission/,https://cdndh.darkhorizons.com/wp-content/uploads/2023/10/paramount-cracks-down-on-killers-intermission.jpg,2023-10-27T23:31:24Z,"Attempts by several cinemas across the globe to impose their own intermission into Martin Scorsese's “Killers of the Flower Moon” have been shut down by distributor Paramount Pictures.
An eight-minu… [+911 chars]",,Dark Horizons,7,
feedfeeder,Rogue 'Killers of the Flower Moon' Intermissions at Movie Theaters Spur Studio to Intervene - Hollywood Reporter,Rogue 'Killers of the Flower Moon' Intermissions at Movie Theaters Spur Studio to InterveneHollywood Reporter A Close Read of 'Killers of the Flower Moon''s Table SceneVulture 'Killers Of The Flower Moon' Asks You To Sit With Its ContradictionsDefector Killer…,https://slashdot.org/firehose.pl?op=view&amp;id=172121837,,2023-10-27T23:13:58Z,Sign up for the Slashdot newsletter! OR check out the new Slashdot job board to browse remote jobs or jobs in your areaDo you develop on GitHub? You can keep using GitHub but automatically sync your … [+268 chars],,Slashdot.org,7,
thewrap.com,Theaters' 'Killers of the Flower Moon' Intermissions Draw Crackdown,"Some theaters are choosing to insert an intermission into “Killers of the Flower Moon,” The Wrap has learned. Neither Paramount as the theatrical distributor nor Apple as the producer were pleased, an individual with knowledge of the matter said. Two European…",https://biztoc.com/x/13caf0d4b611c153,https://c.biztoc.com/p/13caf0d4b611c153/s.webp,2023-10-27T23:08:11Z,"Some theaters are choosing to insert an intermission into Killers of the Flower Moon, The Wrap has learned. Neither Paramount as the theatrical distributor nor Apple as the producer were pleased, an … [+291 chars]",,Biztoc.com,7,
Scott Mendelson,"Studios Crack Down on Theaters Showing ""Killers of the Flower Moon' With Intermissions","Insiders told TheWrap that the practice was ""a violation of... the Domestic Licensing Agreement""
The post Studios Crack Down on Theaters Showing ""Killers of the Flower Moon' With Intermissions appeared first on TheWrap.",http://www.thewrap.com/killers-of-the-flower-moon-intermission-apple-paramount/,https://www.thewrap.com/wp-content/uploads/2023/10/killers-of-the-flower-moon-cast.jpg,2023-10-27T22:55:25Z,"Some theaters are choosing to insert an intermission into Killers of the Flower Moon, The Wrap has learned. 
Neither Paramount as the theatrical distributor nor Apple as the producer were pleased, a… [+1870 chars]",,TheWrap,7,
Jason Hellerman,Several Theaters Have Been Adding an Intermission to 'Killers of the Flower Moon',The new Martin Scorsese movie is three hours and twenty-six minutes long. It's one that he meticulously shotlisted and edited with Thelma Schoonmaker to find the right pacing and storytelling. He even released a companion list of all the films that inspired h…,https://nofilmschool.com/killers-of-the-flower-moon-intermission,https://nofilmschool.com/media-library/several-theaters-have-been-adding-an-intermission-to-killers-of-the-flower-moon.jpg?id=50322959&width=1200&height=600&coordinates=0%2C53%2C0%2C167,2023-10-27T22:51:05Z,The new Martin Scorsese movie is three hours and twenty-six minutes long. It's one that he meticulously shotlisted and edited with Thelma Schoonmaker to find the right pacing and storytelling. He eve… [+1348 chars],,Nofilmschool.com,7,
variety.com,"""Killers of the Flower Moon' Intermission Violations: Apple, Paramount Crack Down on Handful of Theaters Breaking Agreement","Martin Scorsese did not include an intermission in his 206-minute epic, “Killers of the Flower Moon.” But that hasn't stopped a handful of movie theaters around the world from inserting one themselves, with intervals ranging from between six minutes and 15 mi…",https://biztoc.com/x/753419308949a7db,https://c.biztoc.com/p/753419308949a7db/s.webp,2023-10-27T22:36:12Z,"Martin Scorsese did not include an intermission in his 206-minute epic, Killers of the Flower Moon. But that hasnt stopped a handful of movie theaters around the world from inserting one themselves, … [+279 chars]",,Biztoc.com,7,
deadline.com,"""Killers Of The Flower Moon' Intermission Courtesy Of Theater Owners At Handful Of Venues Spurs Intervention From Paramount","A handful of theaters across the globe have imposed their own intermission on Martin Scorsese's Killers of the Flower Moon, Deadline has confirmed, leading to intervention on the part of the Apple pic's theatrical distributor, Paramount. While intermissions w…",https://biztoc.com/x/b37d0e06bcabd06c,https://c.biztoc.com/p/b37d0e06bcabd06c/s.webp,2023-10-27T22:36:09Z,"A handful of theaters across the globe have imposed their own intermission on Martin Scorseses Killers of the Flower Moon, Deadline has confirmed, leading to intervention on the part of the Apple pic… [+303 chars]",,Biztoc.com,7,
feedfeeder,"""Killers of the Flower Moon' Intermission Violations: Apple, Paramount Crack Down on Handful of Theaters Breaking Agreement - Variety","""Killers of the Flower Moon' Intermission Violations: Apple, Paramount Crack Down on Handful of Theaters Breaking AgreementVariety A Close Read of 'Killers of the Flower Moon''s Table SceneVulture 'Killers Of The Flower Moon' Asks You To Sit With Its Contradi…",https://slashdot.org/firehose.pl?op=view&amp;id=172121619,,2023-10-27T22:32:52Z,"""It's a dog-eat-dog world out there, and I'm wearing Milkbone underware.""
-- Norm, from _Cheers_",,Slashdot.org,duplicate,
sandstorm,"Theaters are violating contracts by having an intermission in ""Killers of The Flower Moon""","Paramount and Apple Original Films have been contacting theaters that violated their contracts by inserting intermissions into Martin Scorsese's “Killers of the Flower Moon,” according to an individual with knowledge of the situation.The Lyric, a theater in F…",https://ohnotheydidnt.livejournal.com/127123274.html,https://l-files.livejournal.net/og_image/3616053/496575?v=1698444982,2023-10-27T22:16:21Z,"Paramount and Apple Original Films have been contacting theaters that violated their contracts by inserting intermissions into Martin Scorsese's “Killers of the Flower Moon,” according to an individu… [+619 chars]",,Livejournal.com,7,
hollywoodreporter.com,"Rogue ""Killers of the Flower Moon' Intermissions at Movie Theaters Spur Studio to Intervene","After a small number of independent theaters added their own intermissions to screenings of Martin Scorsese""s Killers of the Flower Moon, the film's team has stepped in to intervene. The Hollywood Reporter has learned that there have been isolated incidents o…",https://biztoc.com/x/d3b0ff4b917e6736,https://c.biztoc.com/p/d3b0ff4b917e6736/s.webp,2023-10-27T22:10:10Z,"After a small number of independent theaters added their own intermissions to screenings of Martin Scorseses Killers of the Flower Moon, the films team has stepped in to intervene.The Hollywood Repor… [+325 chars]",,Biztoc.com,7,
Ryan Gajewski,"""Killers of the Flower Moon' Intermission Spurs Studio to Intervene","Martin Scorsese's feature, which runs three hours and 26 minutes, has led to debate over appropriate film length, with one individual saying about the unauthorized break: ""People were big fans of it.""",https://www.hollywoodreporter.com/movies/movie-news/killers-of-the-flower-moon-intermission-movie-theaters-1235629492/,https://www.hollywoodreporter.com/wp-content/uploads/2023/08/killers-of-the-flower-moon-KillersOfTheFlowerMoon_Feature_01707F_rgb.jpg?w=1024,2023-10-27T22:02:55Z,"After a small number of independent theaters added their own intermissions to screenings of Martin Scorsese""s Killers of the Flower Moon, the film's team has stepped in to intervene.
The Hollywood R… [+3723 chars]",,Hollywood Reporter,7,
Samantha Bergeson,"Thelma Schoonmaker Condemns Theaters Showing ""Killers of the Flower Moon' with an Intermission","The longtime Martin Scorsese editor called the decision by select theaters ""not right"" for the three-and-a-half hour long film.",https://www.indiewire.com/news/general-news/killers-of-the-flower-moon-intermission-violation-thelma-schoonmaker-1234920973/,https://www.indiewire.com/wp-content/uploads/2023/10/MCDKIOF_PA011.jpg,2023-10-27T22:00:00Z,"Martin Scorsese""s longtime editor Thelma Schoonmaker is criticizing theaters for adding an intermission to “Killers of the Flower Moon.” 
The film, which has drummed up controversy in the Indigenous… [+2572 chars]",,IndieWire,7,
aol.com,"29 of the highest-paid movie roles of all time, including Leonardo DiCaprio's massive payday for 'KIllers of the Flower Moon'","None Most actors don't get paid like they used to, but some can still negotiate huge deals. • None Streaming and tech companies like Netflix and Apple shell out millions of dollars. • None Leonardo DiCaprio was reportedly paid $30 million for ""Killers of the …",https://biztoc.com/x/1e7ebfbd2827abc0,https://c.biztoc.com/p/1e7ebfbd2827abc0/s.webp,2023-10-27T21:32:08Z,"None Most actors don't get paid like they used to, but some can still negotiate huge deals.None Streaming and tech companies like Netflix and Apple shell out millions of dollars.None Leonardo DiCapri… [+282 chars]",,Biztoc.com,2,
"Anne Thompson,Marcus Jones, Anne Thompson, Marcus Jones",Which Documentary Honors Provide the Best Preview for the Best Documentary Feature Race,"With the first round of major winter award nominations in tow, ""Screen Talk"" host Anne Thompson explains how organizations like Doc NYC affect the Best Documentary Feature Oscar race.",https://www.indiewire.com/video/2023-best-documentary-feature-oscar-preview-screen-talk-1234920723/,https://www.indiewire.com/wp-content/uploads/2023/01/The-Eternal-Memory-Still-1-Paulina-Urrutia-Augusto-Gongora.jpeg,2023-10-27T20:30:00Z,"This week on “Screen Talk” host Anne Thompson is joined again by Marcus Jones, IndieWire's Awards Editor, TV &amp; Film, filling in for new co-host Ryan Lattanzio, to discuss a wide range of topics a… [+2204 chars]",,IndieWire,10,
Alyssa Miller,Martin Scorsese Joins Letterboxd and List Companion Films for His Filmography,"Martin Scorsese caused a storm yesterday when the American auteur joined Letterboxd, an app that movie watchers use to log movies they've watched. While the memes have been plentiful, it is wonderful to see Scorsese join another Gen Z-heavy app (the filmmaker…",https://nofilmschool.com/martin-scorsese-films,https://nofilmschool.com/media-library/martin-scorsese-and-leonardo-dicaprio-on-the-set-of-shutter-island.jpg?id=50322454&width=1200&height=600&coordinates=0%2C60%2C0%2C60,2023-10-27T20:26:03Z,9,,Nofilmschool.com,3,
Clayton Davis,"Oscars Party Crashers: How ""The Color Purple,' ""The Iron Claw' and ""Napoleon' Could Affect Awards Season","A late-release awards contender can move through Oscar season like a cat. It crouches low, waiting patiently for the right moment to pounce. With the deployment of a skillful campaign, yet-unscreened films waiting in the wings — notably “The Color Purple,” “T…",https://variety.com/2023/film/awards/oscars-party-crashers-color-purple-iron-claw-napoleon-1235770967/,https://variety.com/wp-content/uploads/2023/10/The-Color-Purple.jpg?w=1000&h=563&crop=1,2023-10-27T20:18:03Z,"A late-release awards contender can move through Oscar season like a cat. It crouches low, waiting patiently for the right moment to pounce.
With the deployment of a skillful campaign, yet-unscreene… [+9569 chars]",,Variety,8,
Jessica,"Fugs & Pieces, October 27th, 2023","From burger toppings to a giant pumpkin painted like Taylor Swift to Hollywood's best glam squads to a WAG update to chimpanzee menopause.
The post Fugs & Pieces, October 27th, 2023 first appeared on Go Fug Yourself.",https://www.gofugyourself.com/fugs-pieces-october-27th-2023-10-2023,https://static.gofugyourself.com/uploads/2023/10/GettyImages-613472280-1698350568.jpg,2023-10-27T20:06:20Z,"Happy weekend yet again — I hope you have a fun few days ahead of you. We're coming off another highly difficult and frankly terrible week for the world, so I also hope today's links can at least pro… [+4737 chars]",,Gofugyourself.com,6,
Chris Molanphy,Only One Taylor Swift Album Never Spawned a No. 1 Hit—Until Four Years Later,"From “Space Oddity” to “Cruel Summer,” the long history of second-chance hits.",https://slate.com/culture/2023/10/cruel-summer-number-1-taylor-swift-billboard.html,https://compote.slate.com/images/7482d5ae-0a9b-49a4-acf1-42abad3bb74b.jpeg?width=1560,2023-10-27T19:39:45Z,8,,Slate Magazine,8,
Tribune News Service,"For Native viewers, ""Killers of the Flower Moon' is an imperfect triumph","With Scorsese at the helm instead of an Indigenous director, Osage people feared that the film would be yet another example of Hollywood's traditionally stereotypical portrayal of Native Americans.",https://www.bostonherald.com/2023/10/27/for-native-viewers-killers-of-the-flower-moon-is-an-imperfect-triumph/,https://www.bostonherald.com/wp-content/uploads/2023/10/ENTER-KILLERS-FLOWER-MOON-MOVIE-REVIEW-2-MCT.jpg?w=1024&h=576,2023-10-27T19:18:54Z,"Greg Braxton | (TNS) Los Angeles Times
From the moment it was announced as a major feature film, “Killers of the Flower Moon” has sparked plenty of excitement and anxiety.
An adaptation of David Gr… [+6433 chars]",,Boston Herald,6,
Esther Zuckerman,Leonardo DiCaprio is 2023's Most Promising New Character Actor,"At 48, the King of the World has found a compelling new lane playing men knocked around by life.",https://www.gq.com/story/leonardo-dicaprio-is-2023s-most-promising-new-character-actor,"https://media.gq.com/photos/653be0b6b5260e9a084a53db/16:9/w_1280,c_limit/Killers_Of_The_Flower_Moon__Photo_0103.jpg",2023-10-27T19:16:51Z,"Before his solemn turn in The Revenant, DiCaprio had been on a run of playing doomed titans. In 2013, he starred in both The Great Gatsby and The Wolf of Wall Street, respectively playing literary ic… [+3658 chars]",,GQ Magazine,2,
Fran Hoepfner,How Much Press Can One Man Do?,"The ""Killers of the Flower Moon' press tour amid a strike forces Martin Scorsese to do things he's never done, like open a Letterboxd account and get on TikTok.",http://www.vulture.com/2023/10/martin-scorsese-killers-of-the-flower-moon-press-tour.html,https://pyxis.nymag.com/v1/imgs/d8e/1f6/d5c9d92c6af4cfc50e77a4147a590dbc0e-martin-scorsese.1x.rsocial.w1200.jpg,2023-10-27T19:02:54Z,"By now, youve heard that Martin Scorsese is afraid of emails. They scare me, he told the Associated Press. It says CC and there are a thousand names. Who are these people? I wonder if hell feel the s… [+3829 chars]",,Vulture,6,
Nathan Bransford,Musk sinks Twitter in just a year (This week in books),"This week! Books! I'll never forget it. When I was on vacation in Hawaii in the late 2000s, I checked my email and it was nothing but “new follower” notifications from Twitter. Sandwiched in between hundreds of these alerts was a congratulations. I'd made Twi…",https://nathanbransford.com/blog/2023/10/musk-sinks-twitter-in-just-a-year-this-week-in-books,https://nathanbransford.com/wp-content/uploads/2023/10/IMG_1773-scaled.jpeg,2023-10-27T19:00:00Z,"This week! Books!
I'll never forget it. When I was on vacation in Hawaii in the late 2000s, I checked my email and it was nothing but “new follower” notifications from Twitter. Sandwiched in between… [+5477 chars]",,Nathanbransford.com,5,
